Name,Height,Reach,Stance,Weight,Opponent,No.,Result,Record,Type,"Round, time",Date,Location,Notes,Age,"Round(s), time"
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Ricardo Mayorga,43,Win,42–1,TKO,"8 (12), 2:39","Oct 2, 2004","Madison Square Garden, New York City, New York, U.S.",Won vacant NABC middleweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Hacine Cherifi,42,Win,41–1,TKO,"4 (10), 2:32","May 11, 2002","Roberto Clemente Coliseum, San Juan, Puerto Rico",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Bernard Hopkins,41,Loss,40–1,TKO,"12 (12), 1:18","Sep 29, 2001","Madison Square Garden, New York City, New York, U.S.","Lost WBA middleweight title; For WBC, IBF, and vacant The Ring middleweight titles",,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",William Joppy,40,Win,40–0,TKO,"5 (12), 2:25","May 12, 2001","Madison Square Garden, New York City, New York, U.S.",Won WBA middleweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Fernando Vargas,39,Win,39–0,TKO,"12 (12), 1:33","Dec 2, 2000","Mandalay Bay Events Center, Paradise, Nevada, U.S.",Retained WBA light middleweight title; Won IBF light middleweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Mamadou Thiam,38,Win,38–0,TKO,"3 (12), 2:48","Jul 22, 2000","American Airlines Arena, Miami, Florida, U.S.",Retained WBA light middleweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",David Reid,37,Win,37–0,UD,12,"Mar 3, 2000","Caesars Palace, Paradise, Nevada, U.S.",Won WBA light middleweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Oscar De La Hoya,36,Win,36–0,MD,12,"Sep 18, 1999","Mandalay Bay Events Center, Paradise, Nevada, U.S.",Retained IBF welterweight title; Won WBC welterweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Hugo Pineda,35,Win,35–0,KO,"4 (12), 2:53","May 29, 1999","Roberto Clemente Coliseum, San Juan, Puerto Rico",Retained IBF welterweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Pernell Whitaker,34,Win,34–0,UD,12,"Feb 20, 1999","Madison Square Garden, New York City, New York, U.S.",Retained IBF welterweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Mahenge Zulu,33,Win,33–0,KO,"4 (12), 2:20","Apr 3, 1998","Coliseo Rubén Rodríguez, Bayamón, Puerto Rico",Retained IBF welterweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Troy Waters,32,Win,32–0,KO,"1 (12), 2:50","Aug 23, 1997","Madison Square Garden, New York City, New York, U.S.",Retained IBF welterweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Kevin Lueshing,31,Win,31–0,TKO,"3 (12), 2:59","Jan 11, 1997","Nashville Arena, Nashville, Tennessee, U.S.",Retained IBF welterweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Ray Lovato,30,Win,30–0,TKO,"6 (12), 1:57","Sep 7, 1996","MGM Grand Garden Arena, Paradise, Nevada, U.S.",Retained IBF welterweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Freddie Pendleton,29,Win,29–0,KO,"5 (12), 1:30","May 18, 1996","The Mirage, Paradise, Nevada, U.S.",Retained IBF welterweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Rodney Moore,28,Win,28–0,RTD,"4 (12), 3:00","Feb 10, 1996","MGM Grand Garden Arena, Paradise, Nevada, U.S.",Retained IBF welterweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Larry Barnes,27,Win,27–0,TKO,"4 (12), 2:54","Nov 18, 1995","Convention Hall, Atlantic City, New Jersey, U.S.",Retained IBF welterweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Roger Turner,26,Win,26–0,TKO,"2 (12), 2:28","Apr 8, 1995","Caesars Palace, Paradise, Nevada, U.S.",Retained IBF welterweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Oba Carr,25,Win,25–0,TKO,"8 (12), 2:41","Dec 10, 1994","Estadio de Béisbol, Monterrey, Mexico",Retained IBF welterweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Luis Ramon Campas,24,Win,24–0,TKO,"4 (12), 2:41","Sep 17, 1994","MGM Grand Garden Arena, Paradise, Nevada, U.S.",Retained IBF welterweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Héctor Camacho,23,Win,23–0,UD,12,"Jan 29, 1994","MGM Grand Garden Arena, Paradise, Nevada, U.S.",Retained IBF welterweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Anthony Stephens,22,Win,22–0,KO,"10 (12), 2:09","Oct 23, 1993","Broward County Convention Center, Fort Lauderdale, Florida, U.S.",Retained IBF welterweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Luis Garcia,21,Win,21–0,TKO,"1 (12), 2:31","Aug 6, 1993","Coliseo Rubén Rodríguez, Bayamón, Puerto Rico",Retained IBF welterweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Maurice Blocker,20,Win,20–0,KO,"2 (12), 1:49","Jun 19, 1993","Sports Arena, San Diego, California, U.S.",Won IBF welterweight title,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Colin Tomlinson,19,Win,19–0,KO,"1 (10), 2:41","May 8, 1993","Condado, San Juan, Puerto Rico",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Pedro Aguirre,18,Win,18–0,TKO,4 (10),"Feb 20, 1993","Estadio Azteca, Mexico City, Mexico",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Henry Hughes,17,Win,17–0,TKO,1 (10),"Feb 13, 1993","Roberto Clemente Coliseum, San Juan, Puerto Rico",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Alberto de las Mercedes Cortes,16,Win,16–0,TKO,3 (10),"Oct 3, 1992","Cirque d'hiver, Paris, France",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Joseph Alexander,15,Win,15–0,KO,1 (10),"Jul 18, 1992","San Juan, Puerto Rico",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Raul Gonzalez,14,Win,14–0,TKO,4 (10),"May 3, 1992","Cayey, Puerto Rico",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Jake Rodriguez,13,Win,13–0,UD,10,"Dec 6, 1991","Sands Hotel, Bayamón, Puerto Rico",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Lorenzo Bouie,12,Win,12–0,TKO,"1 (10), 2:40","Oct 25, 1991","Mahi Temple Shriners Auditorium, Miami, Florida, U.S.",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Darren McGrew,11,Win,11–0,UD,10,"Jul 10, 1991","Caribe Hilton Hotel, San Juan, Puerto Rico",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Manuel Salas,10,Win,10–0,TKO,"5 (10), 2:27","Jun 21, 1991","Tamiami Park, Miami, Florida, U.S.",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Felix Vasquez,9,Win,9–0,TKO,3 (8),"May 1, 1991","San Juan, Puerto Rico",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Noe Rivera,8,Win,8–0,TKO,"1 (6), 2:54","Mar 13, 1991","San Juan, Puerto Rico",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Luis Felipe Perez,7,Win,7–0,TKO,"2 (6), 2:01","Nov 13, 1990","El San Juan Hotel & Casino, San Juan, Puerto Rico",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Valentin Ocasio,6,Win,6–0,UD,6,"Oct 3, 1990","El San Juan Hotel & Casino, San Juan, Puerto Rico",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Jose Vilarino,5,Win,5–0,KO,2 (6),"Sep 6, 1990","El San Juan Hotel & Casino, San Juan, Puerto Rico",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Omar Victoriano Alegre,4,Win,4–0,TKO,5 (8),"Jul 27, 1990","Outdoor Arena, Capo d'Orlando, Italy",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",William Lopez,3,Win,3–0,TKO,1 (4),"Jun 21, 1990","El San Juan Resort & Casino, San Juan, Puerto Rico",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Israel Ponce,2,Win,2–0,TKO,2 (4),"Apr 7, 1990","Miramar, San Juan, Puerto Rico",,,
Felix Trinidad,5 ft 11 in (180 cm)[1],72 in (183 cm)[1],Orthodox,"Welterweight
Light middleweight
Middleweight",Angel Romero,1,Win,1–0,KO,2 (4),"Mar 10, 1990","Miramar, San Juan, Puerto Rico",,,
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Jake Paul,59,Loss,50–7 (2),UD,8,"Nov 15, 2024","AT&T Stadium, Arlington, Texas, U.S.",,"58 years, 138 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Kevin McBride,58,Loss,50–6 (2),RTD,"6 (10), 3:00","Jun 11, 2005","MCI Center, Washington, D.C., U.S.",,"38 years, 346 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Danny Williams,57,Loss,50–5 (2),KO,"4 (10), 2:51","Jul 30, 2004","Freedom Hall, Louisville, Kentucky, U.S.",,"38 years, 30 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Clifford Etienne,56,Win,50–4 (2),KO,"1 (10), 0:49","Feb 22, 2003","The Pyramid, Memphis, Tennessee, U.S.",,"36 years, 237 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Lennox Lewis,55,Loss,49–4 (2),KO,"8 (12), 2:25","Jun 8, 2002","The Pyramid, Memphis, Tennessee, U.S.","For WBC, IBF, IBO, and The Ring heavyweight titles","35 years, 343 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Brian Nielsen,54,Win,49–3 (2),RTD,"6 (10), 3:00","Oct 13, 2001","Parken Stadium, Copenhagen, Denmark",,"35 years, 115 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Andrew Golota,53,NC,48–3 (2),RTD,"3 (10), 3:00","Oct 20, 2000","The Palace, Auburn Hills, Michigan, U.S.","Originally RTD win for Tyson, later ruled NC after he failed a drug test for marijuana","34 years, 112 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Lou Savarese,52,Win,48–3 (1),TKO,"1 (10), 0:38","Jun 24, 2000","Hampden Park, Glasgow, Scotland",,"33 years, 360 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Julius Francis,51,Win,47–3 (1),TKO,"2 (10), 1:03","Jan 29, 2000","MEN Arena, Manchester, England",,"33 years, 213 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Orlin Norris,50,NC,46–3 (1),NC,"1 (10), 3:00","Oct 23, 1999","MGM Grand Garden Arena, Paradise, Nevada, U.S.",Norris unable to continue after a Tyson foul,"33 years, 115 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Francois Botha,49,Win,46–3,KO,"5 (10), 2:59","Jan 16, 1999","MGM Grand Garden Arena, Paradise, Nevada, U.S.",,"32 years, 200 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Evander Holyfield,48,Loss,45–3,DQ,"3 (12), 3:00","Jun 28, 1997","MGM Grand Garden Arena, Paradise, Nevada, U.S.",For WBA heavyweight title; Tyson disqualified for biting,"30 years, 363 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Evander Holyfield,47,Loss,45–2,TKO,"11 (12), 0:37","Nov 9, 1996","MGM Grand Garden Arena, Paradise, Nevada, U.S.",Lost WBA heavyweight title,"30 years, 132 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Bruce Seldon,46,Win,45–1,TKO,"1 (12), 1:49","Sep 7, 1996","MGM Grand Garden Arena, Paradise, Nevada, U.S.",Won WBA heavyweight title,"30 years, 69 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Frank Bruno,45,Win,44–1,TKO,"3 (12), 0:50","Mar 16, 1996","MGM Grand Garden Arena, Paradise, Nevada, U.S.",Won WBC heavyweight title,"29 years, 260 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Buster Mathis Jr.,44,Win,43–1,KO,"3 (12), 2:32","Dec 16, 1995","CoreStates Spectrum, Philadelphia, Pennsylvania, U.S.",,"29 years, 169 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Peter McNeeley,43,Win,42–1,DQ,"1 (10), 1:29","Aug 19, 1995","MGM Grand Garden Arena, Paradise, Nevada, U.S.",McNeeley disqualified after his manager entered the ring,"29 years, 50 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Donovan Ruddock,42,Win,41–1,UD,12,"Jun 28, 1991","The Mirage, Paradise, Nevada, U.S.",,"24 years, 363 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Donovan Ruddock,41,Win,40–1,TKO,"7 (12), 2:22","Mar 18, 1991","The Mirage, Paradise, Nevada, U.S.",,"24 years, 261 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Alex Stewart,40,Win,39–1,TKO,"1 (10), 2:27","Dec 8, 1990","Convention Hall, Atlantic City, New Jersey, U.S.",,"24 years, 161 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Henry Tillman,39,Win,38–1,KO,"1 (10), 2:47","Jun 16, 1990","Caesars Palace, Paradise, Nevada, U.S.",,"23 years, 351 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Buster Douglas,38,Loss,37–1,KO,"10 (12), 1:22","Feb 11, 1990","Tokyo Dome, Tokyo, Japan","Lost WBA, WBC, and IBF heavyweight titles","23 years, 226 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Carl Williams,37,Win,37–0,TKO,"1 (12), 1:33","Jul 21, 1989","Convention Hall, Atlantic City, New Jersey, U.S.","Retained WBA, WBC, IBF, and The Ring heavyweight titles","23 years, 21 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Frank Bruno,36,Win,36–0,TKO,"5 (12), 2:55","Feb 25, 1989","Las Vegas Hilton, Winchester, Nevada, U.S.","Retained WBA, WBC, IBF, and The Ring heavyweight titles","22 years, 240 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Michael Spinks,35,Win,35–0,KO,"1 (12), 1:31","Jun 27, 1988","Convention Hall, Atlantic City, New Jersey, U.S.","Retained WBA, WBC, and IBF heavyweight titles; Won The Ring heavyweight title","21 years, 363 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Tony Tubbs,34,Win,34–0,TKO,"2 (12), 2:54","Mar 21, 1988","Tokyo Dome, Tokyo, Japan","Retained WBA, WBC, and IBF heavyweight titles","21 years, 265 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Larry Holmes,33,Win,33–0,KO,"4 (12), 2:55","Jan 22, 1988","Convention Hall, Atlantic City, New Jersey, U.S.","Retained WBA, WBC, and IBF heavyweight titles","21 years, 186 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Tyrell Biggs,32,Win,32–0,TKO,"7 (15), 2:59","Oct 16, 1987","Convention Hall, Atlantic City, New Jersey, U.S.","Retained WBA, WBC, and IBF heavyweight titles","21 years, 108 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Tony Tucker,31,Win,31–0,UD,12,"Aug 1, 1987","Las Vegas Hilton, Winchester, Nevada, U.S.",Retained WBA and WBC heavyweight titles; Won IBF heavyweight title; Heavyweight unification series,"21 years, 32 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Pinklon Thomas,30,Win,30–0,TKO,"6 (12), 2:00","May 30, 1987","Las Vegas Hilton, Winchester Nevada, U.S.",Retained WBA and WBC heavyweight titles; Heavyweight unification series,"20 years, 334 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,James Smith,29,Win,29–0,UD,12,"Mar 7, 1987","Las Vegas Hilton, Winchester, Nevada, U.S.",Retained WBC heavyweight title; Won WBA heavyweight title; Heavyweight unification series,"20 years, 250 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Trevor Berbick,28,Win,28–0,TKO,"2 (12), 2:35","Nov 22, 1986","Las Vegas Hilton, Winchester, Nevada, U.S.",Won WBC heavyweight title,"20 years, 145 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Alfonso Ratliff,27,Win,27–0,TKO,"2 (10), 1:41","Sep 6, 1986","Las Vegas Hilton, Winchester, Nevada, U.S.",,"20 years, 68 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,José Ribalta,26,Win,26–0,TKO,"10 (10), 1:37","Aug 17, 1986","Trump Plaza Hotel and Casino, Atlantic City, New Jersey, U.S.",,"20 years, 48 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Marvis Frazier,25,Win,25–0,KO,"1 (10), 0:30","Jul 26, 1986","Civic Center, Glens Falls, New York, U.S.",,"20 years, 26 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Lorenzo Boyd,24,Win,24–0,KO,"2 (10), 1:43","Jul 11, 1986","Stevensville Hotel, Swan Lake, New York, U.S.",,"20 years, 11 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,William Hosea,23,Win,23–0,KO,"1 (10), 2:03","Jun 28, 1986","Houston Field House, Troy, New York, U.S.",,"19 years, 363 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Reggie Gross,22,Win,22–0,TKO,"1 (10), 2:36","Jun 13, 1986","Madison Square Garden, New York City, New York, U.S.",,"19 years, 348 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Mitch Green,21,Win,21–0,UD,10,"May 20, 1986","Madison Square Garden, New York City, New York, U.S.",,"19 years, 324 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,James Tillis,20,Win,20–0,UD,10,"May 3, 1986","Civic Center, Glens Falls, New York, U.S.",,"19 years, 307 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Steve Zouski,19,Win,19–0,KO,"3 (10), 2:39","Mar 10, 1986","Nassau Veterans Memorial Coliseum, Uniondale, New York, U.S.",,"19 years, 253 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Jesse Ferguson,18,Win,18–0,TKO,"6 (10), 1:19","Feb 16, 1986","Houston Field House, Troy, New York, U.S.","Originally DQ win for Tyson, later ruled TKO","19 years, 231 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Mike Jameson,17,Win,17–0,TKO,"5 (8), 0:46","Jan 24, 1986","Trump Plaza Hotel and Casino, Atlantic City, New Jersey, U.S.",,"19 years, 208 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,David Jaco,16,Win,16–0,TKO,"1 (10), 2:16","Jan 11, 1986","Plaza Convention Center, Albany, New York, U.S.",,"19 years, 195 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Mark Young,15,Win,15–0,TKO,"1 (10), 0:50","Dec 27, 1985","Latham Coliseum, Latham, New York, U.S.",,"19 years, 180 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Sammy Scaff,14,Win,14–0,TKO,"1 (10), 1:19","Dec 6, 1985","Felt Forum, New York City, New York, U.S.",,"19 years, 159 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Conroy Nelson,13,Win,13–0,TKO,"2 (8), 0:30","Nov 22, 1985","Latham Coliseum, Latham, New York, U.S.",,"19 years, 145 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Eddie Richardson,12,Win,12–0,KO,"1 (8), 1:17","Nov 13, 1985","Ramada Hotel, Houston, Texas, U.S.",,"19 years, 136 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Sterling Benjamin,11,Win,11–0,TKO,"1 (8), 0:54","Nov 1, 1985","Latham Coliseum, Latham, New York, U.S.",,"19 years, 124 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Robert Colay,10,Win,10–0,KO,"1 (8), 0:37","Oct 25, 1985","Atlantis Hotel and Casino, Atlantic City, New Jersey, U.S.",,"19 years, 117 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Donnie Long,9,Win,9–0,TKO,"1 (6), 1:28","Oct 9, 1985","Trump Plaza Hotel and Casino, Atlantic City, New Jersey, U.S.",,"19 years, 101 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Michael Johnson,8,Win,8–0,KO,"1 (6), 0:39","Sep 5, 1985","Atlantis Hotel and Casino, Atlantic City, New Jersey, U.S.",,"19 years, 67 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Lorenzo Canady,7,Win,7–0,KO,"1 (6), 1:05","Aug 15, 1985","Steel Pier, Atlantic City, New Jersey, U.S.",,"19 years, 46 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Larry Sims,6,Win,6–0,KO,"3 (6), 2:04","Jul 19, 1985","Mid-Hudson Civic Center, Poughkeepsie, New York, U.S.",,"19 years, 19 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,John Alderson,5,Win,5–0,TKO,"2 (6), 3:00","Jul 11, 1985","Trump Plaza Hotel and Casino, Atlantic City, New Jersey, U.S.",,"19 years, 11 days",
Mike Tyson,5 ft 10 in (178 cm)[1][2][nb 1],71 in (180 cm)[3],Orthodox,Heavyweight,Ricardo Spain,4,Win,4–0,TKO,"1 (6), 0:39","Jun 20, 1985","Steel Pier, Atlantic City, New Jersey, U.S.",,"18 years, 355 days",
